id,danceability,energy,key,loudness,acousticness,valence,tempo,cluster
51wQovDO0hf05pkZYvu1GI,0.714,0.715,4,-9.965,0.345,0.841,111.036,62
2gJDyiRxxIglLXp545SPVL,0.705,0.842,9,-6.171,0.231,0.712,107.931,59
1lx8ddGT5wCD6W2xmLeRKG,0.636,0.264,6,-14.567,0.593,0.264,99.304,11
0YkbYk24ODhuewb79zZZzM,0.479,0.89,10,-4.527,0.000605,0.795,164.491,21
0n2SEXB2qoRQg171q7XqeW,0.609,0.923,9,-3.908,0.16,0.961,115.996,34
7MooGz4ZPE4bNxjFegR6Jx,0.765,0.502,9,-7.393,0.119,0.836,144.204,69
4pmc2AxSEq6g7hPVlJCPyP,0.771,0.685,1,-4.639,0.00543,0.683,88.997,30
17S4XrLvF5jlGvGCJHgF51,0.651,0.766,0,-9.935,0.206,0.949,116.74,2
47BBI51FKFwOMlIiX6m8ya,0.689,0.694,6,-5.83,0.257,0.482,99.039,7
2Cy7QY8HPLk925AyNAt6OG,0.741,0.894,4,-3.826,0.0814,0.96,114.879,3
6xkryXuiZU360Lngd4sx13,0.669,0.727,7,-7.588,0.139,0.807,102.322,62
7ofK94kTTBZZ5rdZiO1Isu,0.639,0.849,4,-5.474,0.0661,0.685,90.562,66
5TAf4lnZCZTLlZHNZMLFLi,0.593,0.642,2,-7.284,0.313,0.736,76.403,30
3x4yV0hW5Ve3TKhFkXSqFn,0.68,0.625,11,-7.0,0.0645,0.814,94.02,28
4ocbH5ZJqajZIpUrqRUoue,0.675,0.553,7,-7.775,0.0863,0.594,90.02,7
07q6QTQXyPRCf7GbLakRPr,0.415,0.867,11,-5.497,5.69e-05,0.36,157.902,48
6CU0zWIWVTEnmWpSjVHM93,0.623,0.669,0,-9.985,0.211,0.492,94.028,29
2hNaljpWGHzwcIvkPIHMk7,0.662,0.949,6,-4.758,0.128,0.516,91.954,66
2aBxt229cbLDOvtL7Xbb9x,0.65,0.531,4,-8.335,0.457,0.487,78.946,46
2FK7fxjzQEXD7Z32HSF0Hl,0.801,0.581,5,-8.491,0.0968,0.656,107.545,20
4GiVcDqNQI0fc0yYuRGH9m,0.483,0.818,11,-7.666,0.114,0.691,175.668,21
0smyCrJiibi2uwCiq5R1vj,0.547,0.707,0,-8.74,8.14e-05,0.654,119.576,2
3TW48DvQ7ChwY1Yy1tkMaP,0.613,0.72,0,-7.957,0.0132,0.561,117.341,2
0QnONzv3TvHAWk294h6DaQ,0.622,0.692,7,-6.97,0.363,0.774,112.053,42
6SluaPiV04KOaRTOIScoff,0.546,0.643,6,-4.069,0.0745,0.704,181.838,21
6DzbmjkVZpz1mrDobAoJI8,0.263,0.784,7,-6.514,0.00192,0.385,114.671,63
0YfNXMKlh46m6aAhHOrmls,0.795,0.56,2,-8.908,0.00867,0.635,99.922,30
3yUcJwYu7fXAfqMj9krY6l,0.725,0.583,1,-9.942,0.3,0.762,79.984,30
47TqCCnEliDp8NRDyIQoQq,0.761,0.639,5,-7.577,0.0359,0.922,164.088,67
5EDUIiDf1Sp6nVnmCMRxa2,0.517,0.598,6,-3.751,0.388,0.922,96.933,42
1aWV3uY3SIEZVbmv45oFWS,0.811,0.458,5,-9.688,0.0193,0.797,92.94,60
7aKWgpecgLEqisWcXPElDl,0.761,0.735,9,-8.171,0.0426,0.592,125.815,24
1oTHteQbmJw15rPxPVXUTv,0.897,0.611,11,-10.489,0.0291,0.769,102.304,60
4jnFqNWeJCeCRHc4HCdxfd,0.831,0.921,5,-2.383,0.153,0.795,108.002,3
0YuqaTaX6wdAI3mSR6LPQt,0.68,0.897,5,-7.32,0.165,0.894,91.776,3
6VWFrHAnLDyNUEJbJvpkZA,0.75,0.914,10,-5.707,0.13,0.673,99.083,59
1puEUilaw5RSbi3AYnkF8K,0.412,0.829,4,-11.112,0.394,0.677,191.476,25
1Oi2zpmL81Q0yScF1zxaC0,0.845,0.576,11,-5.15,0.139,0.461,127.641,24
7uYroF9RRrhRJBrigRvB6H,0.814,0.808,7,-5.034,0.161,0.738,99.816,28
42et6fnHCw1HIPSrdPprMl,0.64,0.864,7,-6.576,0.00832,0.701,102.026,59
3Cx4yrFaX8CeHwBMReOWXI,0.712,0.967,7,-5.206,0.0771,0.895,145.024,34
0BUoLE4o9eVahDHvTqak67,0.648,0.622,7,-6.063,0.00152,0.51,88.684,7
4c0rkFPszqQTyC753tsCMU,0.885,0.477,6,-9.196,0.000131,0.691,130.078,69
4CcSw8wQAHYf4XNckayPoc,0.749,0.562,0,-8.45,0.215,0.807,115.008,4
53eJFr4Mfbw5PXJ01K6cFw,0.615,0.702,7,-9.686,0.00746,0.734,96.987,62
4FCb4CUbFCMNRkI6lYc1zI,0.501,0.378,4,-9.37,0.735,0.178,119.987,37
6yw2pmCVpIwnyEnqdEuAaT,0.433,0.364,4,-8.842,0.707,0.0385,98.981,37
6urCAbunOQI4bLhmGpX7iS,0.52,0.709,5,-7.125,0.247,0.536,76.039,66
1uCqIhOePc6hDMG2ijk8sp,0.515,0.903,0,-8.832,0.014,0.927,116.44,2
2hnMS47jN0etwvFPzYk11f,0.682,0.765,1,-5.021,0.0268,0.567,90.807,29
7A0apkTSTvMbSI7yplcmlh,0.829,0.915,8,-3.205,0.226,0.779,118.903,3
30qVCFYKBtAENjTIBA8FPZ,0.631,0.749,7,-8.15,0.205,0.437,89.646,36
3UpS7kBnkVQYG13pDDFTC4,0.804,0.801,0,-4.892,0.275,0.826,98.12,15
1Cwsd5xI8CajJz795oy4XF,0.621,0.901,2,-5.396,0.17,0.744,113.967,15
75IN3CtuZwTHTnZvYM4qnJ,0.869,0.68,1,-6.233,0.0416,0.815,85.519,30
3ZpQiJ78LKINrW9SQTgbXd,0.82,0.528,9,-11.179,0.111,0.931,120.091,60
45wneA2j0Z0WMnYNDO6Ad0,0.706,0.727,5,-8.06,0.0698,0.903,92.938,62
68K0qD0VDqdm0eWXsGqnvM,0.556,0.517,9,-8.769,0.307,0.779,169.938,67
0lnxrQAd9ZxbhBBe7d8FO8,0.683,0.937,9,-6.335,0.00481,0.619,104.872,59
6Agiwgwq5BtflpNynGYsUv,0.667,0.753,10,-3.035,0.475,0.699,124.979,42
21jEuMn2lf37715rwjow2M,0.571,0.505,1,-9.312,0.0757,0.276,99.562,10
6PNvv1dmDbOWrAYwEcuKBX,0.595,0.804,7,-7.911,0.0129,0.586,89.846,66
4cKGldbhGJniI8BrB3K6tb,0.636,0.761,3,-6.389,0.0517,0.736,93.896,15
22HYEJveCvykVDHDiEEmjZ,0.348,0.88,2,-7.366,0.128,0.606,101.185,54
1Y13csEpu3TK5gQdzGLrd8,0.579,0.812,1,-6.509,0.00114,0.278,152.002,13
1szwDbVdIdoQq5mG5GXAmJ,0.457,0.752,11,-8.121,0.00959,0.897,183.578,21
2He3NOyqtLNE3RQPpeDdSb,0.694,0.881,1,-4.053,0.0153,0.924,121.554,61
3ozomn4PrGEKEuusxX2HpC,0.505,0.518,2,-8.601,0.403,0.472,81.019,45
4dVbhS6OiYvFikshyaQaCN,0.398,0.927,9,-4.212,6.2e-05,0.311,77.106,63
5mkGfmJGFZpwK9nA5amOhv,0.67,0.558,2,-9.159,0.238,0.63,80.511,30
31v2AQlx4pDI7kmnLxBkem,0.58,0.575,3,-7.72,0.25,0.37,92.934,32
7g1Obgz4J6OPeLhh18pS7A,0.64,0.894,7,-5.475,0.0211,0.67,106.073,59
7A9r5ZkRVuBPzjzY2CGYfS,0.373,0.844,7,-4.332,0.000109,0.377,104.899,63
6Gd123r71KDdpH8JRdYvrh,0.673,0.538,4,-7.957,0.0957,0.454,85.936,7
29hBRadFZf9QTGRHZmxm65,0.702,0.898,9,-6.003,0.00854,0.731,112.845,59
5DiXcVovI0FcY2s0icWWUu,0.578,0.817,0,-6.542,0.183,0.726,141.621,2
4mOxpj82q6n3EO7HBZCelX,0.558,0.579,11,-8.05,0.342,0.403,167.812,23
3fbnbn6A5O5RNb08tlUEgd,0.741,0.29,5,-13.251,0.294,0.443,93.699,12
2IHaGyfxNoFPLJnaEg4GTs,0.683,0.772,7,-7.907,0.0222,0.737,123.871,62
4ZFb9hUWOfdpq0JmbHDLyE,0.525,0.584,6,-10.877,0.0155,0.826,120.597,62
7Lwo27zrXusqUlAaTgnytp,0.676,0.592,1,-6.887,0.454,0.337,80.316,46
76puoNshqjAAocKl5KbmpQ,0.486,0.448,7,-9.133,0.757,0.17,152.864,56
77pOyJP8PK4XoUr80TqJjr,0.541,0.677,4,-10.764,0.122,0.555,101.1,1
5mFyCVEII6mp5YPPYQfTck,0.391,0.896,1,-4.902,0.000443,0.791,178.056,25
5YTM7OgQDt9EJAYcfHLniJ,0.812,0.6,7,-9.414,0.00308,0.555,97.338,7
7LygtNjQ65PSdzVjUnHXQb,0.472,0.946,2,-4.591,0.0372,0.486,177.489,22
5sMUwUR3JI2woCOrNbizUt,0.509,0.833,7,-5.337,0.0398,0.569,79.935,66
24tO365YW6lcZr1hN4Ukzj,0.292,0.714,2,-4.919,0.000658,0.462,151.412,22
3xZMPZQYETEn4hjor3TR1A,0.532,0.0744,1,-16.092,0.949,0.125,117.131,16
1A5V1sxyCLpKJezp75tUXn,0.478,0.854,7,-5.454,0.0204,0.274,91.854,63
7nnWIPM5hwE3DaUBkvOIpy,0.645,0.792,4,-7.34,0.0562,0.666,90.565,66
6QewNVIDKdSl8Y3ycuHIei,0.394,0.944,10,-6.506,0.00178,0.265,105.338,63
0cuq829zRNq4AEdmDJA4aw,0.544,0.905,7,-10.732,0.00165,0.825,103.594,62
6WdoToI0z5f4A4kbZ3SXoa,0.48,0.792,7,-6.443,0.00238,0.465,114.605,63
0HDaKOlVAfUWXdFR2RhBtN,0.441,0.922,6,-6.644,0.000179,0.565,175.411,48
3YuaBvuZqcwN3CEAyyoaei,0.614,0.568,7,-5.477,0.00797,0.516,107.849,7
0fsz7tJ7UKXT9hliLfO7aE,0.456,0.752,11,-8.121,0.0095,0.897,183.569,21
3oZKgn93EKPxLp2kRY2KRR,0.302,0.915,6,-6.005,0.00355,0.426,100.606,63
4X3qGigyU6ARi3HP4lWD95,0.429,0.937,2,-3.986,0.000131,0.894,194.838,25
6W21LNLz9Sw7sUSNWMSHRu,0.353,0.898,2,-5.877,2.23e-05,0.525,103.293,54
5lqvKus0CohDfnFKrpR2DY,0.167,0.972,7,-4.972,3.64e-05,0.465,200.696,48
3mwvKOyMmG77zZRunnxp9E,0.556,0.92,8,-4.606,0.00271,0.771,121.138,6
2GHYJ0dhVds3PODKnTdiGE,0.6,0.811,5,-7.693,0.0558,0.622,124.303,31
0ZVorBFSmsJBE0pczFzIvk,0.666,0.603,2,-7.314,0.00031,0.195,116.84,10
18ZOH3KKu5Elt5ysocFyX4,0.76,0.702,10,-9.404,0.0104,0.659,92.324,28
2JdzB67NvIa90K4gEZPLeX,0.499,0.873,6,-3.902,0.00468,0.864,142.726,6
0tZ3mElWcr74OOhKEiNz1x,0.412,0.919,5,-7.291,0.0124,0.572,166.367,22
4EchqUKQ3qAQuRNKmeIpnf,0.523,0.943,1,-4.203,0.00704,0.766,99.607,54
3vaONhSGEscyYeYoGpMLW4,0.412,0.88,1,-9.001,0.00252,0.234,105.241,32
1612JQ4JxS8bm5ky53N3bH,0.247,0.869,1,-8.382,0.0104,0.601,175.26,22
5lWRaa0fBxDE5yU91npPq7,0.638,0.906,2,-4.824,0.0662,0.767,107.991,15
3B4q6KbHbGV51HO3GznBFF,0.804,0.696,7,-7.47,0.00877,0.657,95.721,28
0e0qRLVKIW1JNkLZg14bQF,0.491,0.825,0,-5.503,0.000777,0.925,171.658,25
4PtZE0h5oyPhCtPjg3NeYQ,0.527,0.838,3,-6.013,0.0206,0.721,117.454,6
4ptSL1o2pRgNvrC4wsN1Pl,0.383,0.599,9,-5.432,0.644,0.547,148.018,23
3OOFEF20WqtsUPcRbPY3L7,0.778,0.899,2,-6.552,0.0028,0.881,119.995,61
09JxX9P3dqSl0I3lDGrTie,0.506,0.913,3,-5.301,0.138,0.894,151.182,25
6nJPHXRpKYv2yqtalEjKy5,0.501,0.905,11,-5.721,1.88e-05,0.584,123.277,0
44wXefe8WB9Fd6xwtmAwbR,0.401,0.953,4,-4.276,1.83e-05,0.555,174.217,22
5IOUNrN8E37eLGdLNRr9aC,0.382,0.831,3,-7.104,0.00218,0.613,170.053,22
7IsEXPk6qqt30FfQv4SZMa,0.646,0.882,6,-5.648,0.143,0.908,120.837,3
62nQ8UZVqR2RMvkJHkcO2o,0.285,0.846,2,-6.472,0.0404,0.287,108.808,63
51UtgWS4z1eMPuLQOzPtNH,0.659,0.727,4,-8.638,0.119,0.748,166.163,25
4tgeQrPu5xkrnwErym2JsJ,0.583,0.652,7,-6.255,0.0405,0.352,97.469,14
41TVMXb9THdtTlo2KojUDe,0.434,0.909,7,-6.381,0.00336,0.356,162.227,48
6p6Xq0t9XGkVg04cXWdx8v,0.512,0.833,11,-4.555,4.16e-05,0.448,121.47,0
6DfvtrAhkXb6ruEaTGdA8r,0.387,0.552,6,-7.086,0.288,0.336,183.171,53
5IXeOf1hqORwp8b6c1Asqa,0.287,0.846,4,-7.48,0.001,0.29,96.999,63
7qCIP5KHYy9HuXbEEWzmC7,0.226,0.823,2,-5.425,0.000132,0.406,183.809,53
6g48vpikqU2atsrDXdGzKo,0.544,0.917,5,-6.086,0.0306,0.642,140.639,6
5fuxkBTKB1ZlYI3ia2HnLz,0.461,0.44,10,-9.753,0.198,0.169,151.906,19
2DlHlPMa4M17kufBvI2lEN,0.417,0.934,7,-3.908,0.000278,0.287,127.066,18
3mNecsYFb6LQg7822DPXCP,0.481,0.94,7,-5.204,0.000891,0.66,96.493,66
37EJtTS7jT5WUyXGZzrwnI,0.491,0.942,7,-5.333,0.156,0.387,100.446,63
2kh0u2d2YKQ7BCqeLPdHk6,0.421,0.938,11,-4.212,5.18e-05,0.427,156.794,48
4jKq1e80xAYixkIwt6YyV1,0.542,0.454,2,-10.247,0.645,0.267,96.881,45
0ecuZefr04QYl0cGpT53Nz,0.632,0.742,10,-6.785,0.225,0.725,119.509,34
49NL7CMHXugSn72znOA5Nd,0.434,0.659,7,-8.36,0.576,0.573,132.513,23
64eZ2hy7R21VDPgzeQrb9q,0.669,0.775,1,-6.059,0.0388,0.811,132.019,61
4l1W5SkH8EJJ9RQEq6UFMW,0.573,0.818,4,-5.157,0.0465,0.789,128.987,6
1Qdnvn4XlmZANCVy3XjrQo,0.433,0.854,9,-3.868,0.000336,0.368,89.4,63
1sjrDQXqAa9V07FjKIlAQ4,0.301,0.823,1,-4.072,0.000144,0.372,152.017,22
600s08VdbjiyAjDGDjYSFI,0.214,0.947,4,-5.053,0.000553,0.484,170.748,48
6u1yKoh00WaoSpNp46RzKF,0.543,0.79,11,-5.932,0.00811,0.339,80.923,36
1t1NX1DJQDcmZA0lvCnFjC,0.552,0.645,7,-6.595,0.00187,0.588,89.518,36
3ftHrCjsTUPLgI48m67byk,0.643,0.364,5,-11.018,0.715,0.283,133.377,37
5HbZJ6ZEuLrYu1Kz5kD1A8,0.542,0.765,5,-8.373,0.115,0.315,93.904,32
57JtOe7GSDOWbIB71EOCNj,0.655,0.673,5,-10.187,0.0698,0.558,123.913,31
5zinAGcI5aZ63vmqIrUXkj,0.324,0.891,10,-8.321,0.00386,0.453,137.843,48
7GRq9NUgqhxPGUUksX02fk,0.412,0.676,7,-7.341,0.00596,0.557,155.431,48
1VMqkvlOqaH0HP0nsj1bx5,0.563,0.866,7,-8.861,0.154,0.582,125.884,31
3dISHe66tFlOKqmom5Qr2n,0.612,0.962,4,-5.36,0.00228,0.694,119.962,6
6p4041ml7oQ7gGCJqY0gl5,0.48,0.947,5,-5.707,1.47e-05,0.586,137.208,6
4VwPsMcRt1HPVKIdcwY9Uj,0.485,0.841,2,-6.068,0.000173,0.551,94.867,54
7fcfNW0XxTWlwVlftzfDOR,0.43,0.704,1,-8.008,0.000155,0.703,118.242,2
1wrhhPzd2ncJPNgUcGgBGg,0.142,0.92,9,-4.426,2.65e-05,0.193,171.763,48
77YKoNCjP5hWqiXMRG2839,0.543,0.423,6,-8.797,0.295,0.355,150.132,19
3DwzYRgOgojl0EcdOaJLYr,0.374,0.716,7,-8.656,0.000285,0.35,136.757,19
6mrN5zMwHh391zfSKgSChr,0.511,0.727,2,-10.372,0.0534,0.708,166.103,25
3z5ggGtcs4t8pizW521gW9,0.569,0.789,4,-8.559,5.62e-06,0.911,115.152,62
6wbuQr8VIbgXHXp1hedMkD,0.242,0.849,8,-7.528,0.000208,0.334,123.518,63
0elH6ukMGLyCHJavHutEza,0.66,0.567,4,-6.318,0.00428,0.182,107.754,10
1158ckiB5S4cpsdYHDB9IF,0.443,0.781,1,-4.277,1.33e-05,0.372,71.841,32
3ckd4YA4LcD3j50rfIVwUe,0.666,0.798,9,-11.26,0.00848,0.442,115.382,24
1NbJFhkVdD47YZ2IojKkJi,0.673,0.911,1,-6.725,0.000367,0.54,101.467,39
1IyHPt3b6BrhdMwNyk0VM0,0.48,0.588,2,-10.773,0.00213,0.305,177.018,53
1G8jae4jD8mwkXdodqHsBM,0.464,0.701,9,-5.943,0.0691,0.407,73.97,36
4Qievb8Mqy0qxdLNVl02zt,0.639,0.929,0,-4.762,0.00326,0.688,103.758,15
1KU5EHSz04JhGg3rReGJ0N,0.754,0.366,8,-10.07,0.273,0.469,91.147,12
1S5QMC19YF0UjoKvnArjvH,0.487,0.948,4,-7.754,0.000662,0.242,105.395,13
1hM2HXmeYuEe1VTf0O1IFU,0.628,0.884,9,-9.174,0.0268,0.59,146.429,0
1ydZRag9jS1VAXcUs8DAu9,0.616,0.813,9,-8.069,0.0164,0.778,131.99,34
7zjzu90Q4mtNNaE9Ol9Zbv,0.569,0.901,9,-5.197,0.00555,0.839,133.194,34
5t5rCnsgRBtcKqTB7SbD1Q,0.273,0.537,2,-9.612,0.0241,0.232,81.814,32
7GNLvWRG9itrCk0zarYKmQ,0.683,0.645,0,-5.707,0.589,0.366,121.995,46
14jaMQkUjdrPb9LavLfDFW,0.243,0.987,9,-4.192,0.000128,0.473,187.042,48
6HksxcBzMVdT17aq1Q79Xe,0.439,0.709,0,-3.545,0.00565,0.319,81.331,32
2Iv4HSoMX2fDeXFcOJWyWX,0.568,0.92,8,-4.434,0.000248,0.719,113.394,59
2gdtLnVGGg80Kj9GiqP0vH,0.47,0.989,7,-3.857,0.000386,0.446,106.479,63
1OBMSzh2ocRqK2gUFaMBSM,0.652,0.871,5,-3.136,0.000535,0.938,128.822,3
1G391cbiT3v3Cywg8T7DM1,0.595,0.717,0,-4.803,0.0779,0.547,88.969,54
1aXFBWnnPFRKUN7vuIA5h0,0.426,0.813,8,-3.963,1.94e-05,0.228,149.013,18
1YUpPVItgM6nYkordbSRLK,0.432,0.856,5,-8.52,0.00395,0.515,143.42,22
1FkoVC85Ds3mFoK0fVqEqP,0.488,0.862,0,-7.595,0.0204,0.706,104.56,54
3Hs4ytyLFzB2HKk2ZSohko,0.591,0.749,8,-4.145,0.00677,0.595,132.08,0
1zOrNX2Rp00WGJzNJUfj0V,0.67,0.677,1,-5.554,0.0771,0.348,128.088,29
2Ykhn5GaaBUH0gsKZSTLg1,0.699,0.744,9,-5.776,0.399,0.642,96.979,42
5VA7nlzlAT7NOCLLb5uMIp,0.774,0.243,5,-13.227,0.845,0.692,124.976,64
0MaDLHCiHmW4wZERHhz9QA,0.669,0.519,8,-10.082,0.0396,0.396,109.998,12
36tghkPg1AO4HsAzo6YpPp,0.68,0.693,0,-7.234,0.445,0.851,114.948,26
3n622hniaMFIJ6Dbf6B1WS,0.714,0.449,8,-10.816,0.828,0.719,96.041,64
09nEPqqMCJ5gNioi7M2dth,0.582,0.371,0,-8.519,0.748,0.604,200.085,47
6gvqSzbef5bq2X8SFt349y,0.608,0.207,9,-9.008,0.966,0.23,77.305,11
0HOvoZ4m0aJp6vY4fVrI51,0.427,0.396,7,-7.725,0.777,0.369,133.131,37
1HOjry8kvObcLsyOVMVCml,0.589,0.778,11,-5.091,0.0814,0.596,118.057,0
1Jc3DqBxWynXZPQLmOEHEe,0.501,0.629,2,-5.227,0.139,0.454,143.926,8
4X99feVnw46VIk2VNqWWL3,0.834,0.55,1,-8.622,0.488,0.142,105.008,46
563iNuGeBdAegSCMRSMjMH,0.371,0.54,2,-8.11,0.43,0.388,95.339,45
4yugZvBYaoREkJKtbG08Qr,0.575,0.67,7,-10.39,0.343,0.74,139.191,67
6OZN0x5aVfM4MBGD3lJStU,0.42,0.739,1,-6.905,0.0128,0.512,124.254,8
2nGFzvICaeEWjIrBrL2RAx,0.739,0.511,9,-7.844,0.167,0.542,96.038,7
6n6EXIwLtNwe4u4CFzENYm,0.541,0.675,10,-6.136,0.446,0.686,91.09,42
5yGVHzJ2Se8pDzR7FIYUlU,0.564,0.32,9,-11.473,0.706,0.266,85.891,11
5ewQvWOpYJ60zpy9Ap8aK0,0.494,0.533,3,-4.979,0.928,0.415,95.445,45
628fwRnQ4FxxHVxQKPOK4H,0.774,0.184,7,-20.47,0.93,0.815,124.078,5
42loEE51UDcecom9K8K4ei,0.655,0.877,9,-5.656,0.22,0.958,144.877,34
2QgWuCtBpNIpl5trmKCxRf,0.526,0.509,7,-10.893,0.6,0.497,138.318,23
7ER7vcy7u2ajg5IV45WBFw,0.439,0.681,0,-5.516,0.101,0.3,168.082,53
6V6goat94tTJOWXXKZstNX,0.352,0.711,5,-6.412,0.157,0.422,73.161,63
6W2VbtvMrDXm5vYeB7amkO,0.546,0.895,9,-7.189,0.0819,0.494,174.089,21
7Lmwj2fe8MpGXypOuLGO2C,0.497,0.701,9,-5.996,0.0507,0.376,172.126,48
4HTvTJQsSiHV8mFeyDyhpq,0.628,0.796,5,-4.697,0.0698,0.845,137.045,6
4ylWMuGbMXNDgDd8lErEle,0.417,0.824,11,-7.36,0.000239,0.4,157.92,48
5xNUR50KxswPRAvx7S163g,0.702,0.77,7,-9.411,0.00558,0.235,118.034,50
2cKovq3l6OJjhVVDbVKOsr,0.638,0.795,0,-8.45,0.00433,0.31,153.99,41
0Gl5s8IhMmQE5YQwM8Qx1J,0.277,0.394,8,-8.903,0.423,0.227,86.777,38
45aBsnKRWUzhwbcqOJLwfe,0.284,0.704,2,-7.276,0.00583,0.1,191.702,53
65fpYBrI8o2cfrwf2US4gq,0.684,0.619,10,-7.005,0.0716,0.284,125.046,58
0GVuLQtPXFaL18ijEOqoAa,0.351,0.331,9,-10.316,0.3,0.191,161.564,19
3IkWmgGsXbsafrunwPojXO,0.516,0.518,4,-10.383,0.00483,0.0834,108.027,10
3lCHADWP8ohxnfBiUqAN3o,0.382,0.638,11,-4.516,0.0206,0.15,94.44,63
0nE1c8iHbO0hp3zQxNMFvG,0.519,0.499,0,-8.649,0.439,0.265,107.995,45
0MaP6uyxXBAjIe7VLsFP5j,0.395,0.681,2,-7.712,0.0324,0.182,95.943,32
6sDP4912wjwB7BJhbSnjS1,0.584,0.696,7,-3.836,0.000728,0.699,137.112,6
1jUA4rb6ZCv4gby4YU53xq,0.466,0.759,8,-4.978,0.0521,0.328,160.033,48
665Jxlgi1HamPKbW1vwzx4,0.706,0.322,5,-14.108,0.528,0.305,135.154,17
4EI8VuxUuIHKfafU72emqz,0.84,0.476,0,-7.918,0.0264,0.767,139.987,4
5EQzuYfTZt7B2LqlvTF49l,0.384,0.438,0,-9.149,0.753,0.287,87.903,45
3JMAdPq5TUOKBGsTATjLEH,0.554,0.767,0,-5.043,0.114,0.497,122.846,39
4V9BTST4BSkvOL4xIQNHuS,0.634,0.901,4,-6.508,0.0061,0.687,122.851,6
5K7AMlpc4796JRWXb26nCV,0.371,0.609,11,-5.524,0.386,0.426,136.526,19
2CVJECHIdpe8otFH0XFI4F,0.529,0.811,5,-5.62,0.0317,0.454,102.703,66
4YjjNHtEsTX6Af4mCTupT5,0.591,0.45,0,-6.369,0.671,0.344,135.893,37
5uaTGZyDMK1iZ9eW1qeBEX,0.416,0.546,7,-7.728,0.492,0.418,159.929,23
2YVCkTYJpv5jelYrHYoEG8,0.655,0.786,3,-4.451,0.163,0.378,113.964,29
3ceKgvL552YX6TRd8czbIA,0.615,0.613,3,-5.233,0.289,0.517,153.783,52
6MMAUZfcDKtjbljNowTCuf,0.587,0.895,2,-3.166,0.0594,0.73,131.962,39
2F08d4KocfOdWhn7aK3gDI,0.541,0.895,2,-4.884,0.0163,0.657,102.078,54
04rZkq3ihHmGNfKPgBiTX1,0.635,0.852,11,-4.243,0.302,0.351,88.028,36
2WsWOqZk5YKJD1WTGKihRp,0.621,0.874,8,-2.823,0.151,0.712,97.079,59
2Q8SDquWsdCfxlkMO3YECO,0.64,0.929,7,-4.379,0.29,0.572,122.759,9
79YeQbd1p7MsuT7wHQLRYY,0.499,0.765,9,-4.148,0.113,0.665,83.916,36
6QeMRyd3BmSfJbaNay3dpe,0.661,0.604,11,-6.436,0.248,0.721,95.971,42
1UZlnzG10o4rE7wM8HUqVh,0.944,0.624,2,-3.983,0.0386,0.223,138.993,43
6YmWSu43kuuKGoYYgHrb1r,0.493,0.532,0,-10.561,0.306,0.561,83.668,1
1Pyxh8ERS8aouSSOQVvVsz,0.483,0.777,4,-5.049,0.017,0.572,153.054,22
1qH2p20N5CoKD29xDzFVZ7,0.836,0.584,3,-7.228,0.00758,0.965,106.97,4
7nZBRPj89rgeZ5eBLp2J7P,0.553,0.711,0,-4.275,0.0216,0.293,99.515,32
0n4bITAu0Y0nigrz3MFJMb,0.853,0.599,7,-4.756,0.00334,0.843,119.993,69
5SlKhhXtzd3Cj74HYmHZNz,0.164,0.919,9,-5.834,0.0707,0.662,190.182,48
7mgszK6XFiihnQ7kfrie8N,0.731,0.804,1,-5.235,0.0826,0.611,166.158,41
2VdKelTyQHxQKyeTbimoHS,0.692,0.692,2,-6.065,0.189,0.75,153.255,25
0iQ77tSa7ncj7zBPtVx6cU,0.582,0.822,0,-4.861,0.00749,0.471,100.025,54
4S518ci8UY4op0Xyp6Hx6o,0.801,0.759,11,-5.398,0.657,0.821,129.971,42
5dNGORzxFb5z3v7vSAFkTU,0.527,0.902,6,-5.352,0.344,0.709,181.964,21
26PuuuOngXVqnbnsvnOFUe,0.56,0.776,3,-6.549,0.508,0.763,71.251,54
3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,0.546,0.459,140.06,23
4u8Gkqyg87iGSW3hQbbnQZ,0.454,0.66,0,-4.357,0.0364,0.568,184.353,22
7bXvOMQ3UrcTS1dO9Ppzsg,0.647,0.616,5,-4.948,0.277,0.79,93.019,42
2pwnEzgIzYL4AOw4ousjkB,0.664,0.698,10,-5.084,0.127,0.573,135.023,24
0BXgcEJSZaTE2g5fjVsppr,0.609,0.73,7,-4.669,0.00451,0.414,91.215,66
2phl4xGeVfWAzEEAJiesVV,0.636,0.855,5,-4.19,0.00134,0.649,95.119,66
0A9hK4eLHKyvoRq0aOrDbG,0.569,0.683,11,-4.269,0.199,0.634,156.154,55
6PwjJ58I4t7Mae9xfZ9l9v,0.497,0.97,10,-4.851,9.04e-05,0.689,138.081,0
1EM5GHAu3x05YUkF55LYyb,0.595,0.789,11,-4.031,0.0593,0.437,173.978,55
2FuPPSFmGj4XIJepeHwz7D,0.657,0.693,0,-5.323,0.0864,0.271,120.041,29
7cWyFwAaxdK2HSRuiRkMjy,0.731,0.588,3,-5.217,0.334,0.449,80.019,46
51LIqkda3pTeECZUhMnool,0.838,0.546,5,-6.811,0.153,0.745,137.027,4
0cTmZAWgUFAPQXj2ZNgU8T,0.653,0.802,11,-5.308,0.161,0.56,167.952,55
3H8k8Oo1KTJPyu0ic7letU,0.552,0.881,4,-4.474,0.291,0.872,106.057,15
